InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
549128,22995,TRAVEL CARD WALLET SUKI,36,2011-04-06 14:25:00,0.42,16713.0,United Kingdom
569846,22865,HAND WARMER OWL DESIGN,12,2011-10-06 13:42:00,2.1,13422.0,United Kingdom
540856,22849,BREAD BIN DINER STYLE MINT,4,2011-01-12 10:16:00,14.95,16655.0,United Kingdom
537852,21874,GIN AND TONIC MUG,12,2010-12-08 15:56:00,1.25,17340.0,United Kingdom
567656,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-09-21 14:40:00,8.29,14096.0,United Kingdom
577078,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2,2011-11-17 15:17:00,3.29,,United Kingdom
553350,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-05-16 13:32:00,1.25,12871.0,United Kingdom
552894,21888,BINGO SET,1,2011-05-12 10:53:00,3.75,14606.0,United Kingdom
560125,23319,BOX OF 6 MINI 50'S CRACKERS,1,2011-07-15 10:44:00,2.49,18118.0,United Kingdom
537160,22694,WICKER STAR ,3,2010-12-05 13:18:00,2.1,14161.0,United Kingdom
552662,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,3,2011-05-10 15:04:00,2.08,,United Kingdom
549185,22978,PANTRY ROLLING PIN,6,2011-04-07 09:35:00,3.75,18272.0,United Kingdom
577358,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2011-11-18 15:59:00,1.63,,United Kingdom
542115,21213,PACK OF 72 SKULL CAKE CASES,1,2011-01-25 14:01:00,2.08,,United Kingdom
579539,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-11-30 10:06:00,2.95,14911.0,EIRE
541830,84598,BOYS ALPHABET IRON ON PATCHES,7,2011-01-21 17:09:00,0.42,,United Kingdom
567200,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-09-19 10:15:00,0.55,16460.0,United Kingdom
552315,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-05-08 16:10:00,0.85,12700.0,France
566164,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-09-09 11:56:00,5.79,,United Kingdom
543909,22858,EASTER TIN KEEPSAKE,6,2011-02-14 12:32:00,1.45,,United Kingdom
547251,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-03-22 09:43:00,1.69,17865.0,United Kingdom
574022,23084,RABBIT NIGHT LIGHT,48,2011-11-02 12:20:00,1.79,12594.0,Italy
579399,23245,SET OF 3 REGENCY CAKE TINS,3,2011-11-29 12:09:00,4.95,13137.0,United Kingdom
539958,85132A,CHARLIE + LOLA BISCUITS TINS,3,2010-12-23 13:26:00,8.47,,United Kingdom
552108,21931,JUMBO STORAGE BAG SUKI,1,2011-05-06 11:36:00,2.08,17841.0,United Kingdom
578270,21218,RED SPOTTY BISCUIT TIN,1,2011-11-23 13:39:00,8.29,14096.0,United Kingdom
540953,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-01-12 13:16:00,0.42,14587.0,United Kingdom
560895,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-07-21 17:12:00,2.95,13089.0,United Kingdom
576832,22630,DOLLY GIRL LUNCH BOX,12,2011-11-16 15:01:00,1.95,13102.0,United Kingdom
544339,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-02-18 09:04:00,2.95,15228.0,United Kingdom
545105,22899,CHILDREN'S APRON DOLLY GIRL ,12,2011-02-28 11:58:00,2.1,12598.0,France
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-10 14:38:00,4.95,17850.0,United Kingdom
548522,20754,RETROSPOT RED WASHING UP GLOVES,2,2011-03-31 16:43:00,4.13,,United Kingdom
577768,22074,6 RIBBONS SHIMMERING PINKS ,1,2011-11-21 15:18:00,1.25,,United Kingdom
C541863,21231,SWEETHEART CERAMIC TRINKET BOX,-9,2011-01-23 16:08:00,1.06,13798.0,United Kingdom
563430,22297,HEART IVORY TRELLIS SMALL,24,2011-08-16 11:50:00,1.25,14918.0,United Kingdom
570488,23183,MOTHER'S KITCHEN SPOON REST ,2,2011-10-10 17:12:00,7.46,14096.0,United Kingdom
558904,22355,CHARLOTTE BAG SUKI DESIGN,6,2011-07-04 16:18:00,1.63,,United Kingdom
548808,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-04-04 12:55:00,11.95,17774.0,United Kingdom
579098,21985,PACK OF 12 HEARTS DESIGN TISSUES ,4,2011-11-28 11:18:00,0.39,14606.0,United Kingdom
537262,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-12-06 11:26:00,1.95,15039.0,United Kingdom
C545997,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-03-08 14:35:00,9.95,12679.0,France
571064,20828,GLITTER BUTTERFLY CLIPS,2,2011-10-13 14:48:00,2.55,17181.0,United Kingdom
552202,47566,PARTY BUNTING,8,2011-05-06 14:51:00,4.95,12414.0,Austria
538071,22732,3D VINTAGE CHRISTMAS STICKERS ,1,2010-12-09 14:09:00,2.51,,United Kingdom
559984,23207,LUNCH BAG ALPHABET DESIGN,1,2011-07-14 11:45:00,1.65,16657.0,United Kingdom
572986,22024,RAINY LADIES BIRTHDAY CARD,12,2011-10-27 10:51:00,0.42,12681.0,France
546306,35914,PINK CHICK EGG WARMER + EGG CUP,2,2011-03-10 16:16:00,0.83,,United Kingdom
538208,22110,BIRD HOUSE HOT WATER BOTTLE,1,2010-12-10 11:39:00,2.55,14037.0,United Kingdom
543801,22358,KINGS CHOICE TEA CADDY ,1,2011-02-13 11:52:00,2.95,17811.0,United Kingdom
567304,23408,PHOTO FRAME LINEN AND LACE SMALL,3,2011-09-19 13:27:00,2.08,14704.0,United Kingdom
557324,21326,AGED GLASS SILVER T-LIGHT HOLDER,14,2011-06-20 09:41:00,1.63,,United Kingdom
568390,21260,FIRST AID TIN,6,2011-09-27 10:08:00,3.25,17811.0,United Kingdom
558761,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-07-03 12:52:00,6.95,15033.0,United Kingdom
554380,85174,S/4 CACTI CANDLES,8,2011-05-24 11:45:00,4.95,16709.0,United Kingdom
558196,22674,FRENCH TOILET SIGN BLUE METAL,6,2011-06-27 12:38:00,1.25,16033.0,United Kingdom
551653,22192,BLUE DINER WALL CLOCK,2,2011-05-03 12:03:00,8.5,13282.0,United Kingdom
536623,22815,CARD PSYCHEDELIC APPLES,24,2010-12-02 10:39:00,0.42,15601.0,United Kingdom
539333,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-12-17 09:52:00,4.95,13627.0,United Kingdom
542420,22348,TEA BAG PLATE RED RETROSPOT,6,2011-01-27 18:05:00,0.85,17180.0,United Kingdom
552036,22514,CHILDS GARDEN SPADE BLUE,2,2011-05-05 19:16:00,2.1,12748.0,United Kingdom
541104,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-01-13 14:29:00,74.96,,United Kingdom
536876,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,2010-12-03 11:36:00,1.84,,United Kingdom
546486,15058A,BLUE POLKADOT GARDEN PARASOL,1,2011-03-14 11:41:00,7.95,15039.0,United Kingdom
550631,22626,BLACK KITCHEN SCALES,2,2011-04-19 14:51:00,8.5,15225.0,United Kingdom
539492,22616,PACK OF 12 LONDON TISSUES ,1,2010-12-20 10:14:00,0.85,,United Kingdom
579458,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-29 14:38:00,4.95,16549.0,United Kingdom
575324,23398,HANGING HEART BONHEUR,12,2011-11-09 13:45:00,0.85,14240.0,United Kingdom
581020,23242,TREASURE TIN BUFFALO BILL ,48,2011-12-07 10:12:00,1.85,17511.0,United Kingdom
560773,84877B,GREEN ROUND COMPACT MIRROR,2,2011-07-20 16:17:00,2.46,,United Kingdom
567850,23188,VINTAGE  2 METER FOLDING RULER,12,2011-09-22 13:18:00,1.65,15067.0,United Kingdom
569202,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-09-30 17:22:00,5.79,,United Kingdom
568346,22077,6 RIBBONS RUSTIC CHARM,6,2011-09-26 15:28:00,3.29,14096.0,United Kingdom
544323,22616,PACK OF 12 LONDON TISSUES ,1,2011-02-17 15:51:00,0.83,,United Kingdom
570229,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-10-09 13:30:00,4.95,15756.0,United Kingdom
537434,22621,TRADITIONAL KNITTING NANCY,2,2010-12-06 16:57:00,1.45,,United Kingdom
537852,22197,SMALL POPCORN HOLDER,13,2010-12-08 15:56:00,0.85,17340.0,United Kingdom
572550,21811,HANGING HEART WITH BELL,7,2011-10-24 17:06:00,0.83,,United Kingdom
572762,22960,JAM MAKING SET WITH JARS,6,2011-10-26 09:50:00,4.25,15240.0,United Kingdom
537434,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7,2010-12-06 16:57:00,1.28,,United Kingdom
541827,90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,2011-01-21 17:05:00,3.32,,United Kingdom
576617,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2011-11-15 16:57:00,3.29,,United Kingdom
542629,22629,SPACEBOY LUNCH BOX ,24,2011-01-31 09:57:00,1.95,12731.0,France
C549783,22060,LARGE CAKE STAND HANGING HEARTS,-5,2011-04-12 11:50:00,3.95,16558.0,United Kingdom
547387,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-03-22 16:00:00,1.95,12539.0,Spain
565431,23196,VINTAGE LEAF MAGNETIC NOTEPAD,5,2011-09-04 13:15:00,1.45,14965.0,United Kingdom
564093,22770,MIRROR CORNICE,2,2011-08-23 10:29:00,14.95,14930.0,Channel Islands
574591,23531,WALL ART BIG LOVE ,3,2011-11-06 10:47:00,6.95,15745.0,United Kingdom
542103,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-01-25 13:26:00,1.25,13198.0,United Kingdom
567092,22083,PAPER CHAIN KIT RETROSPOT,6,2011-09-16 12:48:00,2.95,13196.0,United Kingdom
575059,23333,IVORY WICKER HEART MEDIUM,1,2011-11-08 12:25:00,1.25,14071.0,United Kingdom
568591,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-28 10:39:00,2.08,17088.0,United Kingdom
567288,21154,RED RETROSPOT OVEN GLOVE ,2,2011-09-19 11:49:00,1.25,16906.0,United Kingdom
538349,90030B,RED KUKUI COCONUT SEED NECKLACE,1,2010-12-10 14:59:00,5.94,,United Kingdom
577038,23266,SET OF 3 WOODEN STOCKING DECORATION,6,2011-11-17 13:30:00,1.25,14796.0,United Kingdom
581023,20718,RED RETROSPOT SHOPPER BAG,2,2011-12-07 10:35:00,3.29,,United Kingdom
540093,22117,METAL SIGN HER DINNER IS SERVED ,2,2011-01-04 15:24:00,2.95,16725.0,United Kingdom
569246,84915,HAND TOWEL PINK FLOWER AND DAISY,1,2011-10-03 09:57:00,4.13,14096.0,United Kingdom
536531,22727,ALARM CLOCK BAKELIKE RED ,9,2010-12-01 13:23:00,3.75,15485.0,United Kingdom
571716,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-10-18 17:05:00,8.29,,United Kingdom
564489,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-08-25 14:13:00,4.15,15950.0,United Kingdom
541596,72741,GRAND CHOCOLATECANDLE,9,2011-01-19 16:19:00,1.45,17602.0,United Kingdom
558774,21944,KITTENS DESIGN FLANNEL,1,2011-07-04 10:17:00,0.83,,United Kingdom
554094,85169C,EAU DE NIL LOVE BIRD CANDLE,1,2011-05-22 12:49:00,1.25,15716.0,United Kingdom
564974,22840,ROUND CAKE TIN VINTAGE RED,1,2011-08-31 15:32:00,15.79,,United Kingdom
578539,22559,SEASIDE FLYING DISC,12,2011-11-24 14:55:00,1.25,,Unspecified
536876,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2010-12-03 11:36:00,2.51,,United Kingdom
559330,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-07-07 15:44:00,3.29,17696.0,United Kingdom
552658,22778,GLASS CLOCHE SMALL,1,2011-05-10 14:57:00,3.95,14534.0,United Kingdom
539103,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,24,2010-12-16 10:38:00,2.55,16985.0,United Kingdom
569037,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-09-30 10:45:00,2.95,13263.0,United Kingdom
543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2011-02-08 14:34:00,1.25,16713.0,United Kingdom
580115,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-12-01 16:22:00,2.46,,United Kingdom
556828,23321,SMALL WHITE HEART OF WICKER,3,2011-06-15 10:39:00,1.65,17284.0,United Kingdom
543166,22846,BREAD BIN DINER STYLE RED ,1,2011-02-04 08:27:00,16.95,13488.0,United Kingdom
578065,22468,BABUSHKA LIGHTS STRING OF 10,1,2011-11-22 15:41:00,13.29,,United Kingdom
550467,85200,BUNNY EGG BOX,2,2011-04-18 13:36:00,1.25,18009.0,United Kingdom
562454,84510C,SET OF 4 POLKADOT COASTERS,10,2011-08-05 10:31:00,1.25,15128.0,United Kingdom
566018,21533,RETROSPOT LARGE MILK JUG,2,2011-09-08 12:42:00,4.95,13137.0,United Kingdom
546753,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2011-03-16 13:00:00,3.75,16383.0,United Kingdom
578065,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2011-11-22 15:41:00,20.79,,United Kingdom
566572,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-09-13 12:52:00,1.65,13488.0,United Kingdom
573336,20983,12 PENCILS TALL TUBE RED RETROSPOT,4,2011-10-30 11:37:00,0.85,17372.0,United Kingdom
543013,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-02-02 13:35:00,1.46,,United Kingdom
571508,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-10-17 15:27:00,1.63,,United Kingdom
572335,22865,HAND WARMER OWL DESIGN,12,2011-10-24 10:27:00,2.1,14493.0,United Kingdom
553341,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-16 12:25:00,2.95,16293.0,United Kingdom
554098,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-05-22 13:01:00,1.25,14769.0,United Kingdom
562371,22627,MINT KITCHEN SCALES,2,2011-08-04 14:30:00,8.5,13709.0,United Kingdom
575087,21790,VINTAGE SNAP CARDS,1,2011-11-08 13:57:00,0.85,16549.0,United Kingdom
573388,23286,BLUE VINTAGE SPOT BEAKER,8,2011-10-30 14:44:00,0.85,14895.0,United Kingdom
549845,23000,TRAVEL CARD WALLET TRANSPORT,11,2011-04-12 14:22:00,0.42,16729.0,United Kingdom
572457,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-10-24 12:44:00,2.08,12594.0,Italy
563229,21135,VICTORIAN  METAL POSTCARD SPRING,1,2011-08-14 15:35:00,1.69,17988.0,United Kingdom
554157,20728,LUNCH BAG CARS BLUE,2,2011-05-23 11:33:00,1.65,18283.0,United Kingdom
544434,90214C,"LETTER ""C"" BLING KEY RING",1,2011-02-18 16:12:00,0.83,,United Kingdom
563557,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-08-17 13:33:00,1.65,15786.0,United Kingdom
544599,22974,CHILDRENS DOLLY GIRL MUG,1,2011-02-21 18:15:00,3.29,,United Kingdom
572553,22123,PING MICROWAVE APRON,1,2011-10-24 17:09:00,4.13,,United Kingdom
553739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-19 09:23:00,2.95,14895.0,United Kingdom
558896,22384,LUNCH BAG PINK POLKADOT,1,2011-07-04 15:55:00,1.65,,United Kingdom
565665,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-09-05 17:44:00,1.45,15856.0,United Kingdom
554261,21889,WOODEN BOX OF DOMINOES,1,2011-05-23 12:32:00,1.25,16033.0,United Kingdom
574841,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-11-07 11:42:00,5.95,14156.0,EIRE
552779,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-05-11 12:13:00,3.75,13013.0,United Kingdom
572058,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-10-20 12:43:00,8.25,18252.0,United Kingdom
580884,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,2011-12-06 12:21:00,0.29,15907.0,United Kingdom
564837,23323,WHITE WICKER STAR ,1,2011-08-30 12:40:00,4.13,,United Kingdom
543812,21790,VINTAGE SNAP CARDS,1,2011-02-13 14:40:00,0.85,17472.0,United Kingdom
580672,22541,MINI JIGSAW LEAP FROG,3,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
579508,22195,LARGE HEART MEASURING SPOONS,1,2011-11-29 16:33:00,3.29,,United Kingdom
576213,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3,2011-11-14 12:47:00,0.29,18117.0,United Kingdom
571676,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,2011-10-18 13:29:00,0.29,16910.0,United Kingdom
557136,21441,BLUE BIRDHOUSE DECORATION,12,2011-06-17 09:23:00,0.85,14911.0,EIRE
559032,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-05 14:53:00,2.08,17511.0,United Kingdom
546254,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-03-10 14:45:00,1.25,14727.0,United Kingdom
579559,21899,GARAGE KEY FOB,1,2011-11-30 11:30:00,0.65,16764.0,United Kingdom
568877,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,10,2011-09-29 12:31:00,2.95,14680.0,United Kingdom
548740,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-04-04 11:34:00,2.95,13319.0,United Kingdom
565303,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2,2011-09-02 12:17:00,0.42,,Unspecified
546896,15056N,EDWARDIAN PARASOL NATURAL,1,2011-03-17 18:24:00,12.46,,United Kingdom
566171,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-09-09 12:22:00,8.5,18118.0,United Kingdom
551719,21810,CHRISTMAS HANGING STAR WITH BELL,1,2011-05-03 16:09:00,2.46,,United Kingdom
577337,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-18 14:51:00,3.75,15494.0,United Kingdom
564322,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-08-24 13:23:00,0.72,13694.0,United Kingdom
560078,21116,OWL DOORSTOP,3,2011-07-14 16:12:00,4.95,16040.0,United Kingdom
579124,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-11-28 12:14:00,1.45,15721.0,United Kingdom
537769,22834,HAND WARMER BABUSHKA DESIGN,1,2010-12-08 12:17:00,2.1,15021.0,United Kingdom
537434,21723,ALPHABET HEARTS STICKER SHEET,1,2010-12-06 16:57:00,1.66,,United Kingdom
572858,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-10-26 12:36:00,2.95,13571.0,United Kingdom
555835,21061,PARTY INVITES FOOTBALL,1,2011-06-07 12:34:00,0.85,14525.0,United Kingdom
572837,23221,REINDEER HEART DECORATION SILVER,12,2011-10-26 12:01:00,0.83,14754.0,United Kingdom
571508,22492,MINI PAINT SET VINTAGE ,2,2011-10-17 15:27:00,1.63,,United Kingdom
570187,84508C,BLUE CIRCLES DESIGN TEDDY,1,2011-10-07 15:09:00,4.96,,United Kingdom
571716,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2011-10-18 17:05:00,5.79,,United Kingdom
560285,22348,TEA BAG PLATE RED RETROSPOT,12,2011-07-18 09:21:00,0.85,14944.0,United Kingdom
561371,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-07-26 16:25:00,2.46,,United Kingdom
571654,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-10-18 12:17:00,5.95,18118.0,United Kingdom
555515,23283,DOORMAT VINTAGE LEAVES DESIGN ,5,2011-06-05 10:47:00,7.95,17690.0,United Kingdom
568701,20719,WOODLAND CHARLOTTE BAG,10,2011-09-28 15:07:00,0.85,13924.0,United Kingdom
572513,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2011-10-24 14:36:00,0.85,16728.0,United Kingdom
565851,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-09-07 13:06:00,0.95,14911.0,EIRE
574470,23508,MINI PLAYING CARDS DOLLY GIRL ,6,2011-11-04 11:56:00,0.42,12748.0,United Kingdom
558475,21749,LARGE RED RETROSPOT WINDMILL,2,2011-06-29 15:58:00,4.13,,United Kingdom
544271,21245,GREEN POLKADOT PLATE ,8,2011-02-17 11:46:00,1.69,17083.0,United Kingdom
578746,23206,LUNCH BAG APPLE DESIGN,11,2011-11-25 11:36:00,4.96,,United Kingdom
576099,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-11-14 10:28:00,2.08,13021.0,United Kingdom
546383,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-11 12:54:00,1.25,13654.0,United Kingdom
566495,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-09-13 11:14:00,3.75,15529.0,United Kingdom
544461,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2011-02-20 14:08:00,1.25,13744.0,United Kingdom
580754,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-12-06 10:05:00,12.46,,United Kingdom
567303,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-09-19 13:20:00,1.25,17613.0,United Kingdom
565235,22709,WRAP WEDDING DAY,25,2011-09-02 09:43:00,0.42,13418.0,United Kingdom
561056,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2011-07-24 13:17:00,1.45,13477.0,United Kingdom
546538,82580,BATHROOM METAL SIGN,12,2011-03-14 14:51:00,0.55,16327.0,United Kingdom
576339,84859C,PINK DISCO HANDBAG,1,2011-11-14 15:27:00,4.13,14096.0,United Kingdom
576840,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,2011-11-16 15:23:00,3.29,,United Kingdom
572553,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-10-24 17:09:00,8.29,,United Kingdom
551342,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-04-28 08:34:00,0.65,16099.0,United Kingdom
540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-05 15:56:00,2.95,15464.0,United Kingdom
547552,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-03-23 15:55:00,4.13,,United Kingdom
578026,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-11-22 13:29:00,0.85,17659.0,United Kingdom
576189,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-11-14 11:33:00,1.95,14684.0,United Kingdom
578354,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-24 10:12:00,4.95,17139.0,United Kingdom
577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-11-21 10:02:00,3.75,14911.0,EIRE
547397,20711,JUMBO BAG TOYS ,1,2011-03-22 16:55:00,4.13,,United Kingdom
574741,22197,POPCORN HOLDER,8,2011-11-06 16:13:00,0.85,15993.0,United Kingdom
559112,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-07-06 11:59:00,2.95,17315.0,United Kingdom
566010,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-09-08 12:05:00,4.95,13700.0,United Kingdom
571214,23002,TRAVEL CARD WALLET SKULLS,11,2011-10-14 12:56:00,0.42,14390.0,United Kingdom
550470,48194,DOORMAT HEARTS,1,2011-04-18 13:49:00,15.79,,United Kingdom
575628,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-10 13:31:00,6.95,12844.0,United Kingdom
552182,22848,BREAD BIN DINER STYLE PINK,1,2011-05-06 13:38:00,16.95,14180.0,United Kingdom
571318,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-10-17 10:50:00,4.95,17404.0,Sweden
559329,22993,SET OF 4 PANTRY JELLY MOULDS,36,2011-07-07 15:41:00,1.25,15241.0,United Kingdom
576217,23100,SILVER BELLS TABLE DECORATION,1,2011-11-14 12:56:00,1.25,17081.0,United Kingdom
570333,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-10-10 12:19:00,1.69,18126.0,United Kingdom
537351,21219,SET/4 BADGES BALLOON GIRL,10,2010-12-06 12:23:00,1.25,16898.0,United Kingdom
560555,20984,12 PENCILS TALL TUBE POSY,2,2011-07-19 13:01:00,0.29,14178.0,United Kingdom
562282,23232,WRAP VINTAGE LEAF DESIGN,50,2011-08-04 10:38:00,0.42,13098.0,United Kingdom
573553,85049e,SCANDINAVIAN REDS RIBBONS,1,2011-10-31 13:48:00,3.29,,United Kingdom
555149,23084,RABBIT NIGHT LIGHT,2,2011-05-31 15:49:00,4.13,,United Kingdom
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-01 14:03:00,7.95,15165.0,United Kingdom
574336,23389,SPACEBOY MINI BACKPACK,4,2011-11-04 09:52:00,4.15,12397.0,Belgium
562688,20728,LUNCH BAG CARS BLUE,4,2011-08-08 13:53:00,1.65,13869.0,United Kingdom
562199,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-08-03 12:20:00,1.25,12748.0,United Kingdom
576329,22679,FRENCH BLUE METAL DOOR SIGN 4,1,2011-11-14 15:22:00,2.46,,United Kingdom
568137,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-09-25 10:34:00,1.65,12488.0,France
538524,22502,PICNIC BASKET WICKER SMALL,2,2010-12-13 09:35:00,8.47,,United Kingdom
579512,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2011-11-29 16:47:00,0.83,,United Kingdom
577768,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2011-11-21 15:18:00,1.63,,United Kingdom
575066,23487,SWEET HEART CAKE CARRIER,1,2011-11-08 12:42:00,9.95,13668.0,United Kingdom
559807,23160,REGENCY TEA SPOON,1,2011-07-12 14:48:00,1.25,17841.0,United Kingdom
565409,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-09-04 11:15:00,1.25,16761.0,United Kingdom
541592,85129D,BEADED CRYSTAL HEART PINK SMALL,2,2011-01-19 15:08:00,2.46,,United Kingdom
575219,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,2011-11-09 11:17:00,0.36,17511.0,United Kingdom
548470,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-03-31 12:36:00,4.95,12782.0,Portugal
569326,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2011-10-03 12:47:00,8.5,14360.0,United Kingdom
547042,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-03-20 11:00:00,10.79,,United Kingdom
570465,22551,PLASTERS IN TIN SPACEBOY,1,2011-10-10 16:02:00,3.29,,United Kingdom
569246,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-10-03 09:57:00,2.92,14096.0,United Kingdom
550130,90185C,BLACK DIAMANTE EXPANDABLE RING,6,2011-04-14 13:17:00,4.25,14390.0,United Kingdom
554507,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-05-24 15:29:00,1.65,15513.0,United Kingdom
572703,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-10-25 14:35:00,1.65,16110.0,United Kingdom
549844,21899,"KEY FOB , GARAGE DESIGN",7,2011-04-12 14:17:00,0.65,12854.0,United Kingdom
C562952,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,2011-08-11 10:10:00,1.95,12749.0,United Kingdom
550123,22029,SPACEBOY BIRTHDAY CARD,12,2011-04-14 12:39:00,0.42,,United Kingdom
